2019-06-13 12:37:07	213.175.37.149	27b1dd94138bf136b3171f40cec1f309	http://ufal.mff.cuni.cz/wmt19-elitr-testsuite/index.php	Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko	silkie	de-en	Pavel Komárek		2	1	1	2	1	v anglickém textu použita německá zkratka pro finanční úřady(FÄs)což může vést v anglickém překladu k narušení porozumění\nv jedné větě chybí sloveso (the foreign claims.. submitted to...)  což narušuje porozumění\nvýskyt nesprávného překladu daně &quot;Umsatzsteuer&quot; jako sales tax - má být VAT (value added tax)\nvýskyt nesprávného překladu &quot;Umsatzsteuer-Prüfung&quot; - má být VAT audit (provádí-li kontrolu NKÚ - zavedený termín audit=kontrola a auditors= kontroloři)	
2019-06-13 13:29:12	213.175.37.149	27b1dd94138bf136b3171f40cec1f309	http://ufal.mff.cuni.cz/wmt19-elitr-testsuite/index.php	Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko	absence	de-en	Pavel Komárek		2	1	1	2	1	zkratka Ust nepřeložena - má být VAT\nnepřesný překlad USt pre-registrations a Ust declarations (VAT Returns)\nšpatný překlad slova &quot;Prüfung&quot; jako examination či reviews(kontroly prováděné NKÚ se překládají jako audit, kontroloři = auditors)\nGeprufte Stellen (má být audited entities) a ne verified bodies\nnepřeložená zkratka pro FÄ\nNesprávně Czech Court of Auditors místo Czech Supreme Audit Office\n	
2019-06-13 14:37:59	213.175.37.149	27b1dd94138bf136b3171f40cec1f309	http://ufal.mff.cuni.cz/wmt19-elitr-testsuite/index.php	Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko	dealer	de-en	Pavel Komárek		2	2	2	2	2	Jedno souvětí s nepřesným slovosledem nesprávným použitím záporů.\nPoslední odstavec německého textu neodpovídá druhé části posledního odstavce anglického překladu.\n	
2019-06-13 15:15:50	213.175.37.149	27b1dd94138bf136b3171f40cec1f309	http://ufal.mff.cuni.cz/wmt19-elitr-testsuite/index.php	Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko	regime	de-en	Pavel Komárek		2	2	2	2	2	V anglickém textu použita/nepřeložena německá zkratka FA (lépe tax office, česká NKÚ místo SAO, dále FAO místo tax offices	
2019-06-13 16:05:44	213.175.37.149	27b1dd94138bf136b3171f40cec1f309	http://ufal.mff.cuni.cz/wmt19-elitr-testsuite/index.php	Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko	defence	de-en	Pavel Komárek		2	1	1	1	1	Rechnungshöfe by měly být do angličtiny překládány jako SAIs (Supreme Audit Institutions)\nUmsatzsteuer překládat jako VAT (nikoliv sales tax)\nParalelle Prüfungen překládat jako parallel audits a nikoliv following examinations\nSteuerpflüchtige přeložit VAT payers a nikoliv tax fugitives (uprchlíci):-)\nprüfung mělo být audit a ne examination \nnepřesný překlad odstavce začínajícího Bei einem treffen..... \n	
2019-06-14 09:44:10	213.175.37.149	27b1dd94138bf136b3171f40cec1f309	http://ufal.mff.cuni.cz/wmt19-elitr-testsuite/index.php	Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko	health	de-en	Pavel Komárek		2	2	2	2	2	nepřesně přeložena věta pod bodem d), nicméně, zda je významově trefná musí posoudit odborník na daně\nneúplný překlad věty pod bodem e)\nnepřesný překlad Steuerpflichtige (místo entrepreneurs použít tax payers) 	
2019-06-14 10:15:04	213.175.37.149	27b1dd94138bf136b3171f40cec1f309	http://ufal.mff.cuni.cz/wmt19-elitr-testsuite/index.php	Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko	servant	de-en	Pavel Komárek		2	2	2	2	2	nepřesný překlad spolkových a zemských finančních úřadů - překlad narušuje srozumitelnost\nFÄ přeložen pod zkratkou the German FTAs - nutno rozepsat, jinak nesrozumitelné	
2019-06-14 10:37:41	213.175.37.149	27b1dd94138bf136b3171f40cec1f309	http://ufal.mff.cuni.cz/wmt19-elitr-testsuite/index.php	Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko	thesis	de-en	Pavel Komárek		2	1	1	1	1	místo parallel examination či investigation používat parallel audit (kontroly NKÚ překládáme vždy jako audits)\nmísto Courts of Auditors požívat SAIs (Supreme Audit Institutions)\nmísto &quot;control audit&quot; pouze &quot;audit&quot;\nmísto Ust přeložit VAT\ntaxable persons (lépe taxpayers)\n\n	
2019-06-14 13:48:17	213.175.37.149	27b1dd94138bf136b3171f40cec1f309	http://ufal.mff.cuni.cz/wmt19-elitr-testsuite/index.php	Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko	serpent	de-en	Pavel Komárek		3	3	3	3	3		
2019-06-14 15:26:03	213.175.37.149	27b1dd94138bf136b3171f40cec1f309	http://ufal.mff.cuni.cz/wmt19-elitr-testsuite/index.php	Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko	artist	de-en	Pavel Komárek		3	3	2	2	2	Finanzverwaltung - místo treasury požít financial administration nebo fiscal authority.\nněkolik nepřesností\nzkratka FA nepřeložena do angličtiny	
